x,y,z,datetime
-0.0006714072084719382,0.06982634968108158,1.0483108005005035,2019-05-04 19:41:23.319909
0.0030518509475997192,0.06903286843470564,1.0484328745384075,2019-05-04 19:41:23.421588
0.0003051850947599719,0.07007049775688956,1.0473952452162236,2019-05-04 19:41:23.523121
0.0003662221137119663,0.0695822016052736,1.0470900601214637,2019-05-04 19:41:23.624660
0.000793481246375927,0.06994842371898556,1.0471510971404157,2019-05-04 19:41:23.726368
0.001098666341135899,0.06915494247260964,1.0489211706900234,2019-05-04 19:41:23.827970
0.00012207403790398877,0.07104709006012147,1.0494094668416394,2019-05-04 19:41:23.930208
0.0007324442274239326,0.0695822016052736,1.0477614673299356,2019-05-04 19:41:24.033053
-0.0006103701895199438,0.07043671987060152,1.0481276894436475,2019-05-04 19:41:24.135899
0.0007324442274239326,0.07019257179479355,1.0499588000122073,2019-05-04 19:41:24.238753
0.00018311105685598315,0.07031464583269753,1.0472731711783196,2019-05-04 19:41:24.341602
6.103701895199438e-05,0.06982634968108158,1.0478225043488876,2019-05-04 19:41:24.444406
0.0010376293221839045,0.06976531266212958,1.0487380596331675,2019-05-04 19:41:24.547245
0.000793481246375927,0.06897183141575365,1.0475173192541276,2019-05-04 19:41:24.650076
0.0003662221137119663,0.07092501602221747,1.0478225043488876,2019-05-04 19:41:24.752930
0.001098666341135899,0.07043671987060152,1.0485549485763115,2019-05-04 19:41:24.855901
-0.0010376293221839045,0.06799523911252174,1.0478835413678396,2019-05-04 19:41:24.958900
-0.0003662221137119663,0.06866664632099369,1.0476393932920316,2019-05-04 19:41:25.061816
-0.0004882961516159551,0.06927701651051363,1.0500198370311593,2019-05-04 19:41:25.164925
-0.001892147587511826,0.07000946073793755,1.0481887264625995,2019-05-04 19:41:25.267899
0.0004882961516159551,0.06921597949156164,1.0475173192541276,2019-05-04 19:41:25.370777
-0.00018311105685598315,0.07104709006012147,1.0480056154057436,2019-05-04 19:41:25.473593
-0.0014648884548478652,0.07007049775688956,1.0483108005005035,2019-05-04 19:41:25.576402
0.0006714072084719382,0.06982634968108158,1.0487990966521195,2019-05-04 19:41:25.679268
-0.0009155552842799158,0.07000946073793755,1.0468459120456557,2019-05-04 19:41:25.782218
0.0009765923032319102,0.06897183141575365,1.0488601336710714,2019-05-04 19:41:25.885235
0.000793481246375927,0.06909390545365765,1.0476393932920316,2019-05-04 19:41:25.988196
-0.0004272591326639607,0.07013153477584155,1.0480056154057436,2019-05-04 19:41:26.091079
0.0009765923032319102,0.0695822016052736,1.0475783562730796,2019-05-04 19:41:26.193946
0.001281777397991882,0.06970427564317759,1.0462355418561358,2019-05-04 19:41:26.296816
0.0013428144169438765,0.07019257179479355,1.0486770226142155,2019-05-04 19:41:26.399645
-0.00024414807580797754,0.0695822016052736,1.0479445783867916,2019-05-04 19:41:26.502508
